"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month"
"Raul (Roy) Barrera","TX","U.S. House Texas District 27","Representative","Advanced","Lost",41.23,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Ronnie McDonald","TX","U.S. House Texas District 27","Representative","Lost","None",16.389999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Vanessa Edwards Foster","TX","U.S. House Texas District 27","Representative","Lost","None",19.08,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Augustine Reyes","TX","U.S. House Texas District 29","Representative","Lost","None",2.8299999,"Nonwhite","Yes","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Dominique Garcia","TX","U.S. House Texas District 29","Representative","Lost","None",2.5799999,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Hector Morales","TX","U.S. House Texas District 29","Representative","Lost","None",3.04,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Pedro Valencia","TX","U.S. House Texas District 29","Representative","Lost","None",1.04,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Roel Garcia","TX","U.S. House Texas District 29","Representative","Lost","None",6.5900002,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Sylvia Garcia","TX","U.S. House Texas District 29","Representative","Advanced","None",63.259998,"Nonwhite","No","No","Yes","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Tahir Javed","TX","U.S. House Texas District 29","Representative","Lost","None",20.67,"Nonwhite","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Adam Bell","TX","U.S. House Texas District 3","Representative","Lost","None",17.959999,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Lorie Burch","TX","U.S. House Texas District 3","Representative","Advanced","Advanced",49.610001,"White","No","Yes","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Medrick Yhap","TX","U.S. House Texas District 3","Representative","Lost","None",3.76,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Sam Johnson","TX","U.S. House Texas District 3","Representative","Advanced","Lost",28.68,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Christine Mann","TX","U.S. House Texas District 31","Representative","Advanced","Lost",33.509998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Kent Lester","TX","U.S. House Texas District 31","Representative","Lost","None",10.32,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"M.J. Hegar","TX","U.S. House Texas District 31","Representative","Advanced","Advanced",44.93,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Mike Clark","TX","U.S. House Texas District 31","Representative","Lost","None",11.23,"White","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Brett Shipp","TX","U.S. House Texas District 32","Representative","Lost","None",16.34,"White","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Colin Allred","TX","U.S. House Texas District 32","Representative","Advanced","Advanced",38.43,"Nonwhite","No","No","No","No","No","Yes","Yes","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Ed Meier","TX","U.S. House Texas District 32","Representative","Lost","None",13.7,"White","No","No","No","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"George Rodriguez","TX","U.S. House Texas District 32","Representative","Lost","None",7.5900002,"Nonwhite","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Lillian Salerno","TX","U.S. House Texas District 32","Representative","Advanced","Lost",18.35,"White","No","No","No","No","No","Yes","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Ron Marshall","TX","U.S. House Texas District 32","Representative","Lost","None",3.24,"White","Yes","No","No","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Todd Maternowski","TX","U.S. House Texas District 32","Representative","Lost","None",2.3599999,"White","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Dayna Steele","TX","U.S. House Texas District 36","Representative","Advanced","None",72,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","3"
"Jon Powell","TX","U.S. House Texas District 36","Representative","Lost","None",28,"White","No","No","Yes","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Catherine Krantz","TX","U.S. House Texas District 4","Representative","Advanced","None",68.620003,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Lander Bethel","TX","U.S. House Texas District 4","Representative","Lost","None",31.379999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Dan Wood","TX","U.S. House Texas District 5","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Jana Lynne Sanchez","TX","U.S. House Texas District 6","Representative","Advanced","Advanced",36.900002,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"John Duncan","TX","U.S. House Texas District 6","Representative","Lost","None",13.52,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Justin Snider","TX","U.S. House Texas District 6","Representative","Lost","None",6.8499999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Levii Shocklee","TX","U.S. House Texas District 6","Representative","Lost","None",5.7800002,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Ruby Faye Woolridge","TX","U.S. House Texas District 6","Representative","Advanced","Lost",36.950001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Alex Triantaphyllis","TX","U.S. House Texas District 7","Representative","Lost","None",15.73,"White","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"Ivan Sanchez","TX","U.S. House Texas District 7","Representative","Lost","None",5.6900001,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"James Cargas","TX","U.S. House Texas District 7","Representative","Lost","None",1.96,"White","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"Jason Westin","TX","U.S. House Texas District 7","Representative","Lost","None",19.16,"White","No","No","No","No","Yes","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"Joshua Butler","TX","U.S. House Texas District 7","Representative","Lost","None",3.77,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"Laura Moser","TX","U.S. House Texas District 7","Representative","Advanced","Lost",24.34,"White","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Yes","Neutral","Neutral","3"
"Lizzie Pannill Fletcher","TX","U.S. House Texas District 7","Representative","Advanced","Advanced",29.360001,"White","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral","3"
"Steven David","TX","U.S. House Texas District 8","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Beto O'Rourke","TX","U.S. Senate Texas","Senator","Advanced","None",61.810001,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","3"
"Edward Kimbrough","TX","U.S. Senate Texas","Senator","Lost","None",14.47,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Sema Hernandez","TX","U.S. Senate Texas","Senator","Lost","None",23.719999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Kurt Weiland","UT","U.S. House Utah District 1","Representative","Lost","None",43.150002,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Lee Castillo","UT","U.S. House Utah District 1","Representative","Advanced","None",56.849998,"Nonwhite","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Shireen Ghorbani","UT","U.S. House Utah District 2","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"James Singer","UT","U.S. House Utah District 3","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Ben McAdams","UT","U.S. House Utah District 4","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Jenny Wilson","UT","U.S. Senate Utah","Senator","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Edwin Santana","VA","U.S. House Virginia District 1","Representative","Lost","None",32.900002,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"John Suddarth","VA","U.S. House Virginia District 1","Representative","Lost","None",27.129999,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Vangie Williams","VA","U.S. House Virginia District 1","Representative","Advanced","None",39.970001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Alison Kiehl Friedman","VA","U.S. House Virginia District 10","Representative","Lost","None",22.959999,"White","No","No","No","Yes","No","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","6"
"Dan Helmer","VA","U.S. House Virginia District 10","Representative","Lost","None",12.55,"White","Yes","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","6"
"Jennifer Wexton","VA","U.S. House Virginia District 10","Representative","Advanced","None",41.889999,"White","No","No","Yes","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","6"
"Julia Biggins","VA","U.S. House Virginia District 10","Representative","Lost","None",2.8299999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","6"
"Lindsey Davis Stover","VA","U.S. House Virginia District 10","Representative","Lost","None",16.02,"White","No","No","No","No","No","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","6"
"Paul Pelletier","VA","U.S. House Virginia District 10","Representative","Lost","None",3.76,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","6"
"Elaine Luria","VA","U.S. House Virginia District 2","Representative","Advanced","None",62.330002,"White","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","Neutral","6"
"Karen Mallard","VA","U.S. House Virginia District 2","Representative","Lost","None",37.669998,"White","No","No","No","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral","6"
"Leslie Cockburn","VA","U.S. House Virginia District 5","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
